PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,Alone,Title,Level
1,0,3,0.0,22.0,1,0,7.25,0.0,2,0,0.0,A
3,1,3,1.0,26.0,0,0,7.925,0.0,1,1,0.0,A
5,0,3,0.0,35.0,0,0,8.05,0.0,1,1,0.0,A
6,0,3,0.0,26.0,0,0,8.4583,0.0,1,1,0.0,A
8,0,3,0.0,2.0,3,1,21.075,0.0,5,0,1.0,A
9,1,3,1.0,27.0,0,2,11.1333,0.0,3,0,0.0,G
10,1,2,1.0,14.0,1,0,30.0708,1.0,2,0,0.0,A
13,0,3,0.0,20.0,0,0,8.05,0.0,1,1,0.0,A
14,0,3,0.0,39.0,1,5,31.275,0.0,7,0,0.0,A
15,0,3,1.0,14.0,0,0,7.8542,0.0,1,1,0.0,A
16,1,2,1.0,55.0,0,0,16.0,0.0,1,1,0.0,D
17,0,3,0.0,2.0,4,1,29.125,0.0,6,0,1.0,A
18,1,2,0.0,31.0,0,0,13.0,0.0,1,1,0.0,A
19,0,3,1.0,31.0,1,0,18.0,0.0,2,0,0.0,G
20,1,3,1.0,31.0,0,0,7.225,1.0,1,1,0.0,F
21,0,2,0.0,35.0,0,0,26.0,0.0,1,1,0.0,D
23,1,3,1.0,15.0,0,0,8.0292,0.0,1,1,0.0,A
25,0,3,1.0,8.0,3,1,21.075,0.0,5,0,0.0,A
26,1,3,1.0,38.0,1,5,31.3875,0.0,7,0,0.0,A
27,0,3,0.0,26.0,0,0,7.225,1.0,1,1,0.0,F
29,1,3,1.0,18.0,0,0,7.8792,0.0,1,1,0.0,A
30,0,3,0.0,26.0,0,0,7.8958,0.0,1,1,0.0,A
31,0,1,0.0,40.0,0,0,27.7208,1.0,1,1,0.0,C
33,1,3,1.0,18.0,0,0,7.75,0.0,1,1,0.0,F
34,0,2,0.0,66.0,0,0,10.5,0.0,1,1,0.0,D
35,0,1,0.0,28.0,1,0,82.1708,1.0,2,0,0.0,C
36,0,1,0.0,42.0,1,0,52.0,0.0,2,0,0.0,A
37,1,3,0.0,26.0,0,0,7.2292,1.0,1,1,0.0,F
38,0,3,0.0,21.0,0,0,8.05,0.0,1,1,0.0,A
39,0,3,1.0,18.0,2,0,18.0,0.0,3,0,0.0,G
40,1,3,1.0,14.0,1,0,11.2417,1.0,2,0,0.0,A
41,0,3,1.0,40.0,1,0,9.475,0.0,2,0,0.0,A
42,0,2,1.0,27.0,1,0,21.0,0.0,2,0,0.0,F
43,0,3,0.0,26.0,0,0,7.8958,1.0,1,1,0.0,A
44,1,2,1.0,3.0,1,2,41.5792,1.0,4,0,0.0,A
45,1,3,1.0,19.0,0,0,7.8792,0.0,1,1,0.0,A
46,0,3,0.0,26.0,0,0,8.05,0.0,1,1,0.0,A
47,0,3,0.0,26.0,1,0,15.5,0.0,2,0,0.0,A
48,1,3,1.0,18.0,0,0,7.75,0.0,1,1,0.0,F
49,0,3,0.0,26.0,2,0,21.6792,1.0,3,0,0.0,A
50,0,3,1.0,18.0,1,0,17.8,0.0,2,0,0.0,G
51,0,3,0.0,7.0,4,1,39.6875,0.0,6,0,1.0,F
52,0,3,0.0,21.0,0,0,7.8,0.0,1,1,0.0,F
54,1,2,1.0,29.0,1,0,26.0,0.0,2,0,0.0,F
57,1,2,1.0,21.0,0,0,10.5,0.0,1,1,0.0,F
58,0,3,0.0,28.5,0,0,7.2292,1.0,1,1,0.0,F
59,1,2,1.0,5.0,1,2,27.75,0.0,4,0,0.0,F
60,0,3,0.0,11.0,5,2,46.9,0.0,8,0,1.0,A
61,0,3,0.0,22.0,0,0,7.2292,1.0,1,1,0.0,F
64,0,3,0.0,4.0,3,2,27.9,0.0,6,0,1.0,A
65,0,1,0.0,40.0,0,0,27.7208,1.0,1,1,0.0,C
66,1,3,0.0,4.0,1,1,15.2458,1.0,3,0,1.0,A
68,0,3,0.0,19.0,0,0,8.1583,0.0,1,1,0.0,A
69,1,3,1.0,17.0,4,2,7.925,0.0,7,0,0.0,G
70,0,3,0.0,26.0,2,0,8.6625,0.0,3,0,0.0,A
71,0,2,0.0,32.0,0,0,10.5,0.0,1,1,0.0,A
72,0,3,1.0,16.0,5,2,46.9,0.0,8,0,0.0,A
73,0,2,0.0,21.0,0,0,73.5,0.0,1,1,0.0,A
74,0,3,0.0,26.0,1,0,14.4542,1.0,2,0,0.0,A
75,1,3,0.0,32.0,0,0,56.4958,0.0,1,1,0.0,A
77,0,3,0.0,26.0,0,0,7.8958,0.0,1,1,0.0,F
78,0,3,0.0,26.0,0,0,8.05,0.0,1,1,0.0,A
79,1,2,0.0,0.83,0,2,29.0,0.0,3,0,1.0,A
80,1,3,1.0,30.0,0,0,12.475,0.0,1,1,0.0,A
81,0,3,0.0,22.0,0,0,9.0,0.0,1,1,0.0,A
82,1,3,0.0,29.0,0,0,9.5,0.0,1,1,0.0,A
83,1,3,1.0,18.0,0,0,7.7875,0.0,1,1,0.0,F
84,0,1,0.0,28.0,0,0,47.1,0.0,1,1,0.0,A
85,1,2,1.0,17.0,0,0,10.5,0.0,1,1,0.0,F
86,1,3,1.0,33.0,3,0,15.85,0.0,4,0,0.0,G
87,0,3,0.0,16.0,1,3,34.375,0.0,5,0,0.0,F
88,0,3,0.0,26.0,0,0,8.05,0.0,1,1,0.0,F
90,0,3,0.0,24.0,0,0,8.05,0.0,1,1,0.0,F
91,0,3,0.0,29.0,0,0,8.05,0.0,1,1,0.0,F
92,0,3,0.0,20.0,0,0,7.8542,0.0,1,1,0.0,F
94,0,3,0.0,26.0,1,2,20.575,0.0,4,0,0.0,A
95,0,3,0.0,59.0,0,0,7.25,0.0,1,1,0.0,F
96,0,3,0.0,26.0,0,0,8.05,0.0,1,1,0.0,F
99,1,2,1.0,34.0,0,1,23.0,0.0,2,0,0.0,A
100,0,2,0.0,34.0,1,0,26.0,0.0,2,0,0.0,A
101,0,3,1.0,28.0,0,0,7.8958,0.0,1,1,0.0,F
102,0,3,0.0,26.0,0,0,7.8958,0.0,1,1,0.0,F
104,0,3,0.0,33.0,0,0,8.6542,0.0,1,1,0.0,F
105,0,3,0.0,37.0,2,0,7.925,0.0,3,0,0.0,F
106,0,3,0.0,28.0,0,0,7.8958,0.0,1,1,0.0,F
107,1,3,1.0,21.0,0,0,7.65,0.0,1,1,0.0,F
108,1,3,0.0,26.0,0,0,7.775,0.0,1,1,0.0,F
109,0,3,0.0,38.0,0,0,7.8958,0.0,1,1,0.0,F
110,1,3,1.0,18.0,1,0,24.15,0.0,2,0,0.0,A
112,0,3,1.0,14.5,1,0,14.4542,1.0,2,0,0.0,G
113,0,3,0.0,22.0,0,0,8.05,0.0,1,1,0.0,F
114,0,3,1.0,20.0,1,0,9.825,0.0,2,0,0.0,G
115,0,3,1.0,17.0,0,0,14.4583,1.0,1,1,0.0,A
116,0,3,0.0,21.0,0,0,7.925,0.0,1,1,0.0,F
117,0,3,0.0,70.5,0,0,7.75,0.0,1,1,0.0,F
118,0,2,0.0,29.0,1,0,21.0,0.0,2,0,0.0,F
120,0,3,1.0,2.0,4,2,31.275,0.0,7,0,0.0,A
121,0,2,0.0,21.0,2,0,73.5,0.0,3,0,0.0,F
122,0,3,0.0,26.0,0,0,8.05,0.0,1,1,0.0,F
123,0,2,0.0,32.5,1,0,30.0708,1.0,2,0,0.0,A
126,1,3,0.0,12.0,1,0,11.2417,1.0,2,0,1.0,A
127,0,3,0.0,26.0,0,0,7.75,0.0,1,1,0.0,F
128,1,3,0.0,24.0,0,0,7.1417,0.0,1,1,0.0,F
130,0,3,0.0,45.0,0,0,6.975,0.0,1,1,0.0,F
131,0,3,0.0,33.0,0,0,7.8958,1.0,1,1,0.0,A
132,0,3,0.0,20.0,0,0,7.05,0.0,1,1,0.0,F
133,0,3,1.0,47.0,1,0,14.5,0.0,2,0,0.0,A
134,1,2,1.0,29.0,1,0,26.0,0.0,2,0,0.0,F
135,0,2,0.0,25.0,0,0,13.0,0.0,1,1,0.0,A
136,0,2,0.0,23.0,0,0,15.0458,1.0,1,1,0.0,D
139,0,3,0.0,16.0,0,0,9.2167,0.0,1,1,0.0,A
141,0,3,1.0,31.0,0,2,15.2458,1.0,3,0,0.0,G
142,1,3,1.0,22.0,0,0,7.75,0.0,1,1,0.0,F
143,1,3,1.0,24.0,1,0,15.85,0.0,2,0,0.0,G
144,0,3,0.0,19.0,0,0,6.75,0.0,1,1,0.0,F
145,0,2,0.0,18.0,0,0,11.5,0.0,1,1,0.0,A
146,0,2,0.0,19.0,1,1,36.75,0.0,3,0,0.0,F
147,1,3,0.0,27.0,0,0,7.7958,0.0,1,1,0.0,F
148,0,3,1.0,9.0,2,2,34.375,0.0,5,0,0.0,A
150,0,2,0.0,42.0,0,0,13.0,0.0,1,1,0.0,A
151,0,2,0.0,51.0,0,0,12.525,0.0,1,1,0.0,A
153,0,3,0.0,55.5,0,0,8.05,0.0,1,1,0.0,F
154,0,3,0.0,40.5,0,2,14.5,0.0,3,0,0.0,A
155,0,3,0.0,26.0,0,0,7.3125,0.0,1,1,0.0,F
156,0,1,0.0,51.0,0,1,61.3792,1.0,2,0,0.0,A
157,1,3,1.0,16.0,0,0,7.7333,0.0,1,1,0.0,F
158,0,3,0.0,30.0,0,0,8.05,0.0,1,1,0.0,F
159,0,3,0.0,26.0,0,0,8.6625,0.0,1,1,0.0,F
160,0,3,0.0,4.0,8,2,69.55,0.0,11,0,1.0,A
161,0,3,0.0,44.0,0,1,16.1,0.0,2,0,0.0,A
162,1,2,1.0,40.0,0,0,15.75,0.0,1,1,0.0,A
163,0,3,0.0,26.0,0,0,7.775,0.0,1,1,0.0,F
164,0,3,0.0,17.0,0,0,8.6625,0.0,1,1,0.0,F
165,0,3,0.0,1.0,4,1,39.6875,0.0,6,0,1.0,F
166,1,3,0.0,9.0,0,2,20.525,0.0,3,0,1.0,G
168,0,3,1.0,45.0,1,4,27.9,0.0,6,0,0.0,A
169,0,1,0.0,40.0,0,0,25.925,0.0,1,1,0.0,A
170,0,3,0.0,28.0,0,0,56.4958,0.0,1,1,0.0,A
172,0,3,0.0,4.0,4,1,29.125,0.0,6,0,1.0,A
173,1,3,1.0,1.0,1,1,11.1333,0.0,3,0,0.0,G
174,0,3,0.0,21.0,0,0,7.925,0.0,1,1,0.0,F
176,0,3,0.0,18.0,1,1,7.8542,0.0,3,0,0.0,F
177,0,3,0.0,4.0,3,1,25.4667,0.0,5,0,1.0,F
179,0,2,0.0,30.0,0,0,13.0,0.0,1,1,0.0,A
180,0,3,0.0,36.0,0,0,7.8958,0.0,1,1,0.0,F
181,0,3,1.0,18.0,8,2,69.55,0.0,11,0,0.0,A
182,0,2,0.0,31.0,0,0,15.05,1.0,1,1,0.0,D
183,0,3,0.0,9.0,4,2,31.3875,0.0,7,0,1.0,F
185,1,3,1.0,4.0,0,2,22.025,0.0,3,0,0.0,G
187,1,3,1.0,31.0,1,0,15.5,0.0,2,0,0.0,G
188,1,1,0.0,45.0,0,0,26.55,0.0,1,1,0.0,A
189,0,3,0.0,40.0,1,1,15.5,0.0,3,0,0.0,A
190,0,3,0.0,36.0,0,0,7.8958,0.0,1,1,0.0,F
191,1,2,1.0,32.0,0,0,13.0,0.0,1,1,0.0,A
192,0,2,0.0,19.0,0,0,13.0,0.0,1,1,0.0,A
193,1,3,1.0,19.0,1,0,7.8542,0.0,2,0,0.0,G
197,0,3,0.0,26.0,0,0,7.75,0.0,1,1,0.0,F
198,0,3,0.0,42.0,0,1,8.4042,0.0,2,0,0.0,A
199,1,3,1.0,18.0,0,0,7.75,0.0,1,1,0.0,F
200,0,2,1.0,24.0,0,0,13.0,0.0,1,1,0.0,A
201,0,3,0.0,28.0,0,0,9.5,0.0,1,1,0.0,A
202,0,3,0.0,26.0,8,2,69.55,0.0,11,0,0.0,A
203,0,3,0.0,34.0,0,0,6.4958,0.0,1,1,0.0,F
204,0,3,0.0,45.5,0,0,7.225,1.0,1,1,0.0,F
205,1,3,0.0,18.0,0,0,8.05,0.0,1,1,0.0,A
207,0,3,0.0,32.0,1,0,15.85,0.0,2,0,0.0,A
208,1,3,0.0,26.0,0,0,18.7875,1.0,1,1,0.0,A
209,1,3,1.0,16.0,0,0,7.75,0.0,1,1,0.0,F
211,0,3,0.0,24.0,0,0,7.05,0.0,1,1,0.0,F
212,1,2,1.0,35.0,0,0,21.0,0.0,1,1,0.0,D
213,0,3,0.0,22.0,0,0,7.25,0.0,1,1,0.0,F
214,0,2,0.0,30.0,0,0,13.0,0.0,1,1,0.0,A
215,0,3,0.0,26.0,1,0,7.75,0.0,2,0,0.0,A
217,1,3,1.0,27.0,0,0,7.925,0.0,1,1,0.0,A
218,0,2,0.0,42.0,1,0,27.0,0.0,2,0,0.0,A
220,0,2,0.0,30.0,0,0,10.5,0.0,1,1,0.0,A
221,1,3,0.0,16.0,0,0,8.05,0.0,1,1,0.0,A
222,0,2,0.0,27.0,0,0,13.0,0.0,1,1,0.0,A
223,0,3,0.0,51.0,0,0,8.05,0.0,1,1,0.0,A
224,0,3,0.0,26.0,0,0,7.8958,0.0,1,1,0.0,F
226,0,3,0.0,22.0,0,0,9.35,0.0,1,1,0.0,A
227,1,2,0.0,19.0,0,0,10.5,0.0,1,1,0.0,A
228,0,3,0.0,20.5,0,0,7.25,0.0,1,1,0.0,F
229,0,2,0.0,18.0,0,0,13.0,0.0,1,1,0.0,A
230,0,3,1.0,18.0,3,1,25.4667,0.0,5,0,0.0,A
232,0,3,0.0,29.0,0,0,7.775,0.0,1,1,0.0,F
233,0,2,0.0,59.0,0,0,13.5,0.0,1,1,0.0,A
234,1,3,1.0,5.0,4,2,31.3875,0.0,7,0,0.0,A
235,0,2,0.0,24.0,0,0,10.5,0.0,1,1,0.0,A
236,0,3,1.0,18.0,0,0,7.55,0.0,1,1,0.0,F
237,0,2,0.0,44.0,1,0,26.0,0.0,2,0,0.0,A
238,1,2,1.0,8.0,0,2,26.25,0.0,3,0,0.0,F
239,0,2,0.0,19.0,0,0,10.5,0.0,1,1,0.0,A
240,0,2,0.0,33.0,0,0,12.275,0.0,1,1,0.0,A
241,0,3,1.0,18.0,1,0,14.4542,1.0,2,0,0.0,G
242,1,3,1.0,18.0,1,0,15.5,0.0,2,0,0.0,G
243,0,2,0.0,29.0,0,0,10.5,0.0,1,1,0.0,A
244,0,3,0.0,22.0,0,0,7.125,0.0,1,1,0.0,F
245,0,3,0.0,30.0,0,0,7.225,1.0,1,1,0.0,F
247,0,3,1.0,25.0,0,0,7.775,0.0,1,1,0.0,F
248,1,2,1.0,24.0,0,2,14.5,0.0,3,0,0.0,A
250,0,2,0.0,54.0,1,0,26.0,0.0,2,0,0.0,A
251,0,3,0.0,26.0,0,0,7.25,0.0,1,1,0.0,F
254,0,3,0.0,30.0,1,0,16.1,0.0,2,0,0.0,A
255,0,3,1.0,41.0,0,2,20.2125,0.0,3,0,0.0,G
256,1,3,1.0,29.0,0,2,15.2458,1.0,3,0,0.0,G
257,1,1,1.0,40.0,0,0,79.2,1.0,1,1,0.0,B
259,1,1,1.0,35.0,0,0,512.3292,1.0,1,1,0.0,B
260,1,2,1.0,50.0,0,1,26.0,0.0,2,0,0.0,A
261,0,3,0.0,26.0,0,0,7.75,0.0,1,1,0.0,F
262,1,3,0.0,3.0,4,2,31.3875,0.0,7,0,1.0,A
265,0,3,1.0,18.0,0,0,7.75,0.0,1,1,0.0,F
266,0,2,0.0,36.0,0,0,10.5,0.0,1,1,0.0,D
267,0,3,0.0,16.0,4,1,39.6875,0.0,6,0,0.0,F
268,1,3,0.0,25.0,1,0,7.775,0.0,2,0,0.0,A
271,0,1,0.0,40.0,0,0,31.0,0.0,1,1,0.0,B
272,1,3,0.0,25.0,0,0,7.8958,0.0,1,1,0.0,A
273,1,2,1.0,41.0,0,1,19.5,0.0,2,0,0.0,A
275,1,3,1.0,18.0,0,0,7.75,0.0,1,1,0.0,F
277,0,3,1.0,45.0,0,0,7.75,0.0,1,1,0.0,F
278,0,2,0.0,31.0,0,0,13.0,0.0,1,1,0.0,A
279,0,3,0.0,7.0,4,1,29.125,0.0,6,0,1.0,A
280,1,3,1.0,35.0,1,1,20.25,0.0,3,0,0.0,G
281,0,3,0.0,65.0,0,0,7.75,0.0,1,1,0.0,F
282,0,3,0.0,28.0,0,0,7.8542,0.0,1,1,0.0,F
283,0,3,0.0,16.0,0,0,9.5,0.0,1,1,0.0,A
284,1,3,0.0,19.0,0,0,8.05,0.0,1,1,0.0,A
286,0,3,0.0,33.0,0,0,8.6625,1.0,1,1,0.0,A
287,1,3,0.0,30.0,0,0,9.5,0.0,1,1,0.0,A
288,0,3,0.0,22.0,0,0,7.8958,0.0,1,1,0.0,F
289,1,2,0.0,42.0,0,0,13.0,0.0,1,1,0.0,A
290,1,3,1.0,22.0,0,0,7.75,0.0,1,1,0.0,F
291,1,1,1.0,26.0,0,0,78.85,0.0,1,1,0.0,A
294,0,3,1.0,24.0,0,0,8.85,0.0,1,1,0.0,A
295,0,3,0.0,24.0,0,0,7.8958,0.0,1,1,0.0,F
296,0,1,0.0,40.0,0,0,27.7208,1.0,1,1,0.0,C
297,0,3,0.0,23.5,0,0,7.2292,1.0,1,1,0.0,F
301,1,3,1.0,18.0,0,0,7.75,0.0,1,1,0.0,F
302,1,3,0.0,26.0,2,0,23.25,0.0,3,0,0.0,A
303,0,3,0.0,19.0,0,0,7.8958,0.0,1,1,0.0,F
305,0,3,0.0,26.0,0,0,8.05,0.0,1,1,0.0,A
307,1,1,1.0,30.0,0,0,110.8833,1.0,1,1,0.0,C
309,0,2,0.0,30.0,1,0,24.0,1.0,2,0,0.0,F
313,0,2,1.0,26.0,1,1,26.0,0.0,3,0,0.0,F
314,0,3,0.0,28.0,0,0,7.8958,0.0,1,1,0.0,F
315,0,2,0.0,43.0,1,1,26.25,0.0,3,0,0.0,F
316,1,3,1.0,26.0,0,0,7.8542,0.0,1,1,0.0,A
317,1,2,1.0,24.0,1,0,26.0,0.0,2,0,0.0,F
318,0,2,0.0,54.0,0,0,14.0,0.0,1,1,0.0,A
321,0,3,0.0,22.0,0,0,7.25,0.0,1,1,0.0,F
322,0,3,0.0,27.0,0,0,7.8958,0.0,1,1,0.0,F
323,1,2,1.0,30.0,0,0,12.35,0.0,1,1,0.0,A
324,1,2,1.0,22.0,1,1,29.0,0.0,3,0,0.0,F
325,0,3,0.0,26.0,8,2,69.55,0.0,11,0,0.0,A
327,0,3,0.0,61.0,0,0,6.2375,0.0,1,1,0.0,F
329,1,3,1.0,31.0,1,1,20.525,0.0,3,0,0.0,G
331,1,3,1.0,18.0,2,0,23.25,0.0,3,0,0.0,A
334,0,3,0.0,16.0,2,0,18.0,0.0,3,0,0.0,A
335,1,1,1.0,40.0,1,0,133.65,0.0,2,0,0.0,C
336,0,3,0.0,26.0,0,0,7.8958,0.0,1,1,0.0,F
339,1,3,0.0,45.0,0,0,8.05,0.0,1,1,0.0,A
343,0,2,0.0,28.0,0,0,13.0,0.0,1,1,0.0,F
344,0,2,0.0,25.0,0,0,13.0,0.0,1,1,0.0,F
345,0,2,0.0,36.0,0,0,13.0,0.0,1,1,0.0,D
347,1,2,1.0,40.0,0,0,13.0,0.0,1,1,0.0,A
348,1,3,1.0,31.0,1,0,16.1,0.0,2,0,0.0,G
349,1,3,0.0,3.0,1,1,15.9,0.0,3,0,1.0,G
350,0,3,0.0,42.0,0,0,8.6625,0.0,1,1,0.0,F
351,0,3,0.0,23.0,0,0,9.225,0.0,1,1,0.0,A
353,0,3,0.0,15.0,1,1,7.2292,1.0,3,0,0.0,A
354,0,3,0.0,25.0,1,0,17.8,0.0,2,0,0.0,A
355,0,3,0.0,26.0,0,0,7.225,1.0,1,1,0.0,F
356,0,3,0.0,28.0,0,0,9.5,0.0,1,1,0.0,A
358,0,2,1.0,38.0,0,0,13.0,0.0,1,1,0.0,D
359,1,3,1.0,18.0,0,0,7.8792,0.0,1,1,0.0,F
360,1,3,1.0,18.0,0,0,7.8792,0.0,1,1,0.0,F
361,0,3,0.0,40.0,1,4,27.9,0.0,6,0,0.0,A
362,0,2,0.0,29.0,1,0,27.7208,1.0,2,0,0.0,A
363,0,3,1.0,45.0,0,1,14.4542,1.0,2,0,0.0,G
364,0,3,0.0,35.0,0,0,7.05,0.0,1,1,0.0,F
365,0,3,0.0,26.0,1,0,15.5,0.0,2,0,0.0,A
366,0,3,0.0,30.0,0,0,7.25,0.0,1,1,0.0,F
368,1,3,1.0,31.0,0,0,7.2292,1.0,1,1,0.0,F
369,1,3,1.0,18.0,0,0,7.75,0.0,1,1,0.0,F
372,0,3,0.0,18.0,1,0,6.4958,0.0,2,0,0.0,F
373,0,3,0.0,19.0,0,0,8.05,0.0,1,1,0.0,F
374,0,1,0.0,22.0,0,0,135.6333,1.0,1,1,0.0,C
375,0,3,1.0,3.0,3,1,21.075,0.0,5,0,0.0,A
376,1,1,1.0,40.0,1,0,82.1708,1.0,2,0,0.0,A
377,1,3,1.0,22.0,0,0,7.25,0.0,1,1,0.0,F
379,0,3,0.0,20.0,0,0,4.0125,1.0,1,1,0.0,F
380,0,3,0.0,19.0,0,0,7.775,0.0,1,1,0.0,F
381,1,1,1.0,42.0,0,0,227.525,1.0,1,1,0.0,C
382,1,3,1.0,1.0,0,2,15.7417,1.0,3,0,0.0,G
383,0,3,0.0,32.0,0,0,7.925,0.0,1,1,0.0,A
384,1,1,1.0,35.0,1,0,52.0,0.0,2,0,0.0,A
385,0,3,0.0,26.0,0,0,7.8958,0.0,1,1,0.0,F
386,0,2,0.0,18.0,0,0,73.5,0.0,1,1,0.0,F
387,0,3,0.0,1.0,5,2,46.9,0.0,8,0,1.0,F
388,1,2,1.0,36.0,0,0,13.0,0.0,1,1,0.0,D
389,0,3,0.0,26.0,0,0,7.7292,0.0,1,1,0.0,F
390,1,2,1.0,17.0,0,0,12.0,1.0,1,1,0.0,A
392,1,3,0.0,21.0,0,0,7.7958,0.0,1,1,0.0,F
393,0,3,0.0,28.0,2,0,7.925,0.0,3,0,0.0,A
396,0,3,0.0,22.0,0,0,7.7958,0.0,1,1,0.0,F
397,0,3,1.0,31.0,0,0,7.8542,0.0,1,1,0.0,A
398,0,2,0.0,46.0,0,0,26.0,0.0,1,1,0.0,A
399,0,2,0.0,23.0,0,0,10.5,0.0,1,1,0.0,A
400,1,2,1.0,28.0,0,0,12.65,0.0,1,1,0.0,A
401,1,3,0.0,39.0,0,0,7.925,0.0,1,1,0.0,A
402,0,3,0.0,26.0,0,0,8.05,0.0,1,1,0.0,A
403,0,3,1.0,21.0,1,0,9.825,0.0,2,0,0.0,G
404,0,3,0.0,28.0,1,0,15.85,0.0,2,0,0.0,A
405,0,3,1.0,20.0,0,0,8.6625,0.0,1,1,0.0,A
406,0,2,0.0,34.0,1,0,21.0,0.0,2,0,0.0,F
407,0,3,0.0,51.0,0,0,7.75,0.0,1,1,0.0,F
408,1,2,0.0,3.0,1,1,18.75,0.0,3,0,1.0,F
409,0,3,0.0,21.0,0,0,7.775,0.0,1,1,0.0,F
410,0,3,1.0,18.0,3,1,25.4667,0.0,5,0,0.0,A
411,0,3,0.0,26.0,0,0,7.8958,0.0,1,1,0.0,F
412,0,3,0.0,26.0,0,0,6.8583,0.0,1,1,0.0,F
414,0,2,0.0,31.0,0,0,13.0,0.0,1,1,0.0,A
415,1,3,0.0,44.0,0,0,7.925,0.0,1,1,0.0,A
416,0,3,1.0,31.0,0,0,8.05,0.0,1,1,0.0,A
417,1,2,1.0,34.0,1,1,32.5,0.0,3,0,0.0,F
418,1,2,1.0,18.0,0,2,13.0,0.0,3,0,0.0,A
419,0,2,0.0,30.0,0,0,13.0,0.0,1,1,0.0,A
420,0,3,1.0,10.0,0,2,24.15,0.0,3,0,0.0,A
421,0,3,0.0,26.0,0,0,7.8958,1.0,1,1,0.0,A
422,0,3,0.0,21.0,0,0,7.7333,0.0,1,1,0.0,F
423,0,3,0.0,29.0,0,0,7.875,0.0,1,1,0.0,F
424,0,3,1.0,28.0,1,1,14.4,0.0,3,0,0.0,A
425,0,3,0.0,18.0,1,1,20.2125,0.0,3,0,0.0,A
426,0,3,0.0,26.0,0,0,7.25,0.0,1,1,0.0,F
427,1,2,1.0,28.0,1,0,26.0,0.0,2,0,0.0,F
428,1,2,1.0,19.0,0,0,26.0,0.0,1,1,0.0,F
429,0,3,0.0,26.0,0,0,7.75,0.0,1,1,0.0,F
432,1,3,1.0,31.0,1,0,16.1,0.0,2,0,0.0,G
433,1,2,1.0,42.0,1,0,26.0,0.0,2,0,0.0,F
434,0,3,0.0,17.0,0,0,7.125,0.0,1,1,0.0,F
437,0,3,1.0,21.0,2,2,34.375,0.0,5,0,0.0,A
438,1,2,1.0,24.0,2,3,18.75,0.0,6,0,0.0,A
440,0,2,0.0,31.0,0,0,10.5,0.0,1,1,0.0,A
